layer,tokens,time_us
qkv_proj,7040,3041.755
rotary_emb,7040,548.508
o_proj,7040,496.158
gate_up_proj,7040,4461.117
act_fn,7040,2432.877
down_proj,7040,860.463
layernorm,7104,1624.53
qkv_proj,7104,3270.359
rotary_emb,7104,589.839
o_proj,7104,644.37
gate_up_proj,7104,4686.4619999999995
act_fn,7104,2542.249
down_proj,7104,951.675
layernorm,7168,1486.9775
qkv_proj,7168,3103.717
rotary_emb,7168,507.548
o_proj,7168,467.398
gate_up_proj,7168,4591.341
act_fn,7168,2447.958
down_proj,7168,866.733
layernorm,7232,1531.7875
qkv_proj,7232,3378.442
rotary_emb,7232,811.273
o_proj,7232,919.614
gate_up_proj,7232,4723.513
act_fn,7232,2706.381
down_proj,7232,884.033
layernorm,7296,1441.192
qkv_proj,7296,2936.035
rotary_emb,7296,648.139
o_proj,7296,475.548
gate_up_proj,7296,4437.339
act_fn,7296,2495.739
down_proj,7296,902.074
layernorm,7360,1564.924
qkv_proj,7360,3021.667
rotary_emb,7360,717.211
o_proj,7360,496.728
gate_up_proj,7360,4609.97
act_fn,7360,2535.659
down_proj,7360,905.074
layernorm,7424,1507.0785
qkv_proj,7424,2955.8360000000002
rotary_emb,7424,762.571
o_proj,7424,502.557
gate_up_proj,7424,4495.3
act_fn,7424,2531.519
down_proj,7424,902.224
layernorm,7488,1544.7845
qkv_proj,7488,3143.769
rotary_emb,7488,943.385
o_proj,7488,818.282
gate_up_proj,7488,4775.133
act_fn,7488,2638.671
down_proj,7488,918.375
layernorm,7552,1510.2134999999998
qkv_proj,7552,3112.259
rotary_emb,7552,1183.628
o_proj,7552,733.631
gate_up_proj,7552,4642.592
act_fn,7552,2642.631
down_proj,7552,910.604
embedding,4800,1041.056
final_layernorm,4800,377.346
embedding,4864,1006.916
final_layernorm,4864,342.666
embedding,4928,1332.29
final_layernorm,4928,417.287
embedding,4992,1312.82
final_layernorm,4992,453.047
embedding,5056,1216.069
final_layernorm,5056,389.366
embedding,5120,1297.68
final_layernorm,5120,436.317
embedding,5184,1240.169
final_layernorm,5184,483.227
embedding,5248,1152.718
final_layernorm,5248,416.256
embedding,5312,1364.231
final_layernorm,5312,407.936
embedding,5376,1333.261
final_layernorm,5376,399.466
embedding,5440,1215.939
final_layernorm,5440,399.426
embedding,5504,1195.098
final_layernorm,5504,381.386
embedding,5568,1425.692
final_layernorm,5568,399.936
embedding,5632,1347.621
final_layernorm,5632,409.526
embedding,5696,1401.662
final_layernorm,5696,440.646
embedding,5760,1403.391
final_layernorm,5760,444.687
embedding,5824,1283.95
final_layernorm,5824,458.817
embedding,5888,1231.709
final_layernorm,5888,402.727
embedding,5952,1266.69
final_layernorm,5952,412.966
embedding,6016,1248.33
final_layernorm,6016,420.427
embedding,6080,1511.504
final_layernorm,6080,400.156
embedding,6144,1437.472
final_layernorm,6144,397.655
embedding,6208,1330.511
final_layernorm,6208,396.886
embedding,6272,1332.561
final_layernorm,6272,397.657
